publisher,genres,release_date,tags,price,early_access,id,developer
Viva Media,['Action'],2011-04-05,"['Action', 'Stealth', 'Third-Person Shooter']",9.99,0.0,92700.0,Black Lion Studios
"2k, Feral Interactive (Mac and Linux)",['Strategy'],2016-11-22,['Strategy'],4.99,0.0,399620.0,"Firaxis,Feral Interactive (Mac and Linux)"
Novo Mundo,"['Action', 'Adventure', 'Indie', 'Early Access']",2017-12-01,"['Early Access', 'Action', 'Adventure', 'Indie']",2.99,1.0,723880.0,Novo Mundo
KWL Productions,"['Action', 'Adventure', 'Indie']",2017-06-20,"['Action', 'Adventure', 'Indie', ""Beat 'em up""]",4.99,0.0,406760.0,KWL Productions
Good Games,"['Action', 'RPG']",2014-11-05,"['RPG', 'Action']",1.99,0.0,323240.0,Good Games
Alexey Roenko,"['Action', 'Adventure', 'Indie']",2016-05-27,"['Indie', 'Action', 'Platformer', 'Adventure', 'Difficult', 'Singleplayer', '2D', 'Great Soundtrack', 'Pixel Graphics', 'Casual', 'Side Scroller', 'Dungeon Crawler', 'Retro', 'Gore', 'Mystery Dungeon']",3.99,0.0,454100.0,Alexey Roenko
biplekfp,"['Adventure', 'Indie']",2016-09-30,"['Adventure', 'Indie', 'Horror']",1.99,0.0,536340.0,biplekfp
Shiny Dolphin Games LLC,"['Action', 'Indie']",2017-10-25,"['Action', 'Indie']",0.99,0.0,741660.0,Spicy Gyro Games
SnoutUp,"['Action', 'Free to Play', 'Indie']",2016-01-27,"['Free to Play', 'Action', 'Fighting', 'Indie', 'Funny', 'Gore', '2D', '2D Fighter', 'Survival', 'Cartoon', 'Fast-Paced', 'Singleplayer', ""Beat 'em up"", 'Violent', 'Arcade', 'Cute', 'Blood', 'Casual', 'Difficult', 'Co-op']",,0.0,424280.0,SnoutUp
Erotes Studio,"['Adventure', 'Indie']",2015-12-02,"['Visual Novel', 'Indie', 'Adventure', 'Anime', 'Horror', 'Nudity', 'Gore', 'Cute', 'Illuminati']",9.99,0.0,417110.0,Erotes studio
Dovetail Games - Trains,['Simulation'],2014-08-14,"['Simulation', 'Trains', 'Open World', 'Sandbox', 'Physics', 'Atmospheric', 'Realistic', 'Family Friendly', 'TrackIR']",7.99,0.0,277736.0,Dovetail Games
Dovetail Games,['Simulation'],2015-02-24,['Simulation'],7.99,0.0,295188.0,RailSimulator.com
Paradox Interactive,"['Simulation', 'Strategy']",2013-09-24,"['Strategy', 'Simulation']",1.99,0.0,241368.0,Paradox Development Studio
"Ian Martin, Retrolutionary.com","['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education']",2016-05-25,"['Design & Illustration', 'Animation & Modeling', 'Education', 'Game Development', 'Gaming', 'GameMaker', 'Sandbox', 'Software', 'Replay Value']",9.99,0.0,365440.0,Ian Martin
Microids,"['Adventure', 'Casual']",2014-04-24,"['Adventure', 'Casual', 'Point & Click', 'Mystery', 'First-Person']",4.99,0.0,287720.0,Microids
ELYLAND  INVESTMENT COMPANY Ltd,"['Action', 'Massively Multiplayer', 'RPG']",2015-09-23,"['Action', 'RPG', 'Massively Multiplayer']",9.99,0.0,394420.0,"Gravvit Ltd,Forbes  Consult Ltd"
Black Shell Media,"['Action', 'Adventure', 'Indie', 'RPG']",2016-12-02,"['Action', 'Adventure', 'RPG', 'Indie']",2.99,0.0,463630.0,"Lamina Studios,Mike Studios"
Strategy First,"['RPG', 'Casual', 'Adventure']",2007-10-23,"['Adventure', 'Sci-fi', 'RPG', 'Casual', 'Female Protagonist', 'Point & Click', 'Cyberpunk', 'Dystopian']",9.99,0.0,12310.0,Momentum Digital Media Technologies
DevGamm,"['Action', 'Casual', 'Indie']",2017-08-31,"['Action', 'Indie', 'Casual']",0.99,0.0,695350.0,DevGamm
Shoho Games,"['Casual', 'Indie', 'Simulation']",2017-12-15,"['Simulation', 'Casual', 'Indie', 'Fast-Paced', 'RPGMaker']",1.99,0.0,706030.0,Shoho Games
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],2013-06-24,['Strategy'],1.99,0.0,231490.0,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
Slitherine Ltd.,['Strategy'],2016-05-26,['Strategy'],4.99,0.0,452982.0,"Flashback Games,The Lordz Games Studio"
Jace Masula,"['Adventure', 'Indie', 'Simulation']",2015-12-01,"['Simulation', 'Indie', 'Adventure', 'Space', 'Sandbox', 'Open World', 'Space Sim', 'Mining', 'Singleplayer', 'Procedural Generation', 'Crafting', 'Pirates', 'Atmospheric']",9.99,0.0,414720.0,Jace Masula
nextReality Games,['Indie'],2017-03-10,['Indie'],2.99,0.0,597690.0,nextReality Games
Choice of Games,"['Adventure', 'Indie', 'RPG']",2017-09-28,"['Adventure', 'Indie', 'RPG', 'Choices Matter', 'Choose Your Own Adventure', 'Text-Based']",9.99,0.0,715440.0,Choice of Games
Dovetail Games - Trains,['Simulation'],2015-06-23,['Simulation'],19.99,0.0,277776.0,Dovetail Games
Tactichaos,"['Action', 'Indie', 'RPG', 'Strategy', 'Early Access']",2016-02-10,"['Early Access', 'Action', 'Indie', 'RPG', 'Strategy', 'Character Customization', 'Open World', 'Action RPG', 'Party-Based RPG', 'Real-Time with Pause', 'Fantasy', 'Exploration']",14.99,1.0,436510.0,Tactichaos
David Zeiser,"['Casual', 'Free to Play', 'Indie']",2017-09-19,"['Free to Play', 'Indie', 'Casual']",,0.0,683670.0,"Maxwell Volz,David Zeiser"
Winged Cloud,"['Casual', 'Indie']",2015-08-11,"['Indie', 'Casual']",0.99,0.0,393040.0,Winged Cloud
Interplay Entertainment Corp.,"['Adventure', 'RPG']",1991-01-01,"['Adventure', 'RPG']",9.99,0.0,745870.0,Titus Interactive
Idea Factory International,['Strategy'],2016-04-26,['Strategy'],0.99,0.0,427001.0,"Idea Factory,Compile Heart,Sting"
Netcore Games,"['Adventure', 'Indie', 'RPG']",2012-12-31,"['Rogue-like', 'RPG', 'Turn-Based', 'Indie', 'Fantasy', 'Singleplayer', 'Difficult', 'Adventure', 'Moddable', 'Open World', 'Perma Death', 'Procedural Generation', 'Replay Value', 'Tactical', '2D', 'Top-Down', 'Dungeon Crawler', 'Loot']",6.99,0.0,259680.0,Netcore Games
Slitherine Ltd.,['Strategy'],2013-03-20,['Strategy'],9.99,0.0,287093.0,Slitherine Ltd.
Dovetail Games - Flight,['Simulation'],2015-01-14,['Simulation'],16.99,0.0,342000.0,First Class Simulations
Xitilon,"['Action', 'Casual', 'Indie']",2017-08-25,"['Indie', 'Action', 'Casual', 'Retro', 'Singleplayer', '2D', 'Arcade', 'Pixel Graphics', 'Fast-Paced', 'GameMaker', 'On-Rails Shooter']",4.99,0.0,687510.0,Xero TR-MMXZ
SEGA,['Strategy'],2015-03-25,['Strategy'],7.99,0.0,343461.0,Creative Assembly
Digitalmindsoft,"['Action', 'Free to Play', 'Indie', 'Simulation', 'Strategy']",2015-07-30,"['Strategy', 'Action', 'Simulation', 'Indie', 'Free to Play']",14.99,0.0,374390.0,Digitalmindsoft
Mediatonic,"['Strategy', 'Early Access']",2017-07-25,"['Early Access', 'Strategy', 'Card Game']",14.99,1.0,469830.0,"Mediatonic,Flaming Fowl Studios"
Not Magic,"['Action', 'Adventure', 'Indie']",2017-05-02,"['Action', 'Adventure', 'Indie']",,0.0,456410.0,Not Magic
Mighty Fox Studio,"['Casual', 'Indie']",2015-11-13,"['Indie', 'Casual']",1.99,0.0,414060.0,Mighty Fox Studio
Magic Pixel Kft.,"['Casual', 'Free to Play', 'Simulation', 'Sports']",2016-06-16,"['Free to Play', 'Casual', 'Simulation', 'Sports']",9.99,0.0,486190.0,Magic Pixel Kft.
Underbite Games,"['Indie', 'RPG', 'Strategy']",2016-12-14,"['RPG', 'Strategy', 'Indie', 'Turn-Based', 'Turn-Based Tactics', 'Turn-Based Strategy', 'Anime', 'Board Game']",19.99,0.0,463160.0,Underbite Games
1C Company,"['Action', 'Indie']",2016-08-31,"['Action', 'Indie', 'Platformer', 'Sci-fi', 'Family Friendly', 'Space', 'Side Scroller', 'Great Soundtrack']",9.99,0.0,496390.0,Garage 227
Slikey Games,"['Action', 'Adventure', 'Casual', 'Indie']",2017-10-20,"['Clicker', 'Adventure', 'Action', 'Casual', 'Indie', 'Multiplayer']",4.99,0.0,658160.0,Slikey Games
Nemesys Games,"['Casual', 'Indie']",2011-05-06,"['Indie', 'Casual', 'Puzzle', 'Singleplayer', 'Arcade', 'Action', '2D', 'Strategy']",1.99,0.0,45450.0,Nemesys Games
Studio Wumpus,"['Indie', 'Strategy', 'Early Access']",2017-02-15,"['Early Access', 'Strategy', 'Indie', 'Board Game']",14.99,1.0,464950.0,Studio Wumpus
505 Games,['Action'],2014-04-30,"['Action', 'Survival', 'Zombies']",1.99,0.0,289730.0,Eko Software
Quantized Bit,"['Action', 'Indie']",2017-10-27,"['Action', 'Indie']",4.99,0.0,726020.0,Quantized Bit
"WhisperGames, Deck13","['Indie', 'Early Access']",2016-10-25,"['Early Access', 'Indie', 'Puzzle', 'Physics']",2.99,1.0,511090.0,Dragon Whisper Game
11 bit studios,"['Action', 'Strategy']",2013-11-06,"['Strategy', 'Action', 'Tower Defense', 'Sci-fi', 'Indie']",4.99,0.0,251530.0,11 bit studios
GG-Works,"['Action', 'Adventure', 'Indie']",2015-07-31,"['Action', 'Adventure', 'Indie']",3.99,0.0,386460.0,GG-Works
Superstruct,"['Action', 'Indie']",2017-03-27,"['Action', 'Indie']",2.99,0.0,705800.0,Superstruct
Sekai Project,"['Casual', 'Indie']",2016-01-27,"['Indie', 'Casual']",29.99,0.0,439510.0,stage-nana
Stout Games,"['Indie', 'Casual']",2011-03-01,"['Indie', 'Short', 'Casual', 'Experimental', 'Singleplayer', 'First-Person', 'Simulation', 'Narration', 'Story Rich']",3.99,0.0,94000.0,Stout Games
Gamestorming,"['Adventure', 'Indie', 'RPG']",2013-08-01,"['Visual Novel', 'Adventure', 'RPG', 'Indie', 'Choices Matter', 'Singleplayer', 'Multiple Endings', 'Point & Click', 'Short', 'Story Rich']",2.99,0.0,313020.0,Tlön Studios
"Maxwolf, Fox","['Action', 'Adventure', 'Indie']",2009-12-09,"['Action', 'Adventure', 'Indie', 'RTS', 'Space', 'FPS', 'Sci-fi']",7.99,0.0,348530.0,"Maxwolf,Fox"
Project tranquil,"['Adventure', 'Free to Play', 'Indie']",2015-05-20,"['Free to Play', 'Indie', 'Adventure', 'Funny', 'Singleplayer', 'Casual', 'Short', 'Memes', 'Comedy', 'Open World']",,0.0,351800.0,Daniel Jonathan Bourke
Flying Interactive,"['Casual', 'Indie']",2015-06-09,"['Casual', 'Indie', 'Puzzle', 'Horror']",1.99,0.0,377760.0,Smarter Games
3D Realms (Apogee Software),['Racing'],1996-09-06,"['Racing', 'Classic']",4.99,0.0,358270.0,Remedy
13AM Games,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing']",2016-11-18,"['Casual', 'Action', 'Indie', 'Adventure', 'Racing', 'Local Multiplayer', 'Platformer', 'Multiplayer']",14.99,0.0,464650.0,13AM Games
Dovetail Games - Trains,['Simulation'],2015-12-04,['Simulation'],24.99,0.0,325956.0,MeshTools
Tripwire Interactive,['Action'],2012-07-05,['Action'],7.99,0.0,210932.0,Tripwire Interactive
Aldorlea Games,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2017-02-03,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy', 'RPGMaker']",4.99,0.0,578890.0,"Whim Independent Studios, LLC"
CharlieH,"['Action', 'Indie']",2017-12-28,"['Action', 'Indie', 'Pixel Graphics', 'Character Customization', 'Singleplayer', 'Sci-fi', 'Great Soundtrack', 'Adventure', 'Family Friendly', 'Memes', 'Inventory Management', 'Funny', 'Political']",0.99,0.0,655010.0,CharlieH
Plug In Digital,"['Action', 'Indie']",2017-09-13,"['Indie', 'Action', 'Metroidvania']",9.99,0.0,670410.0,Ezekiel Rage
Artery Games,"['Casual', 'Indie']",2010-02-03,"['Casual', 'Horses', 'Indie', 'Simulation', 'Fantasy', 'Singleplayer', 'Family Friendly', 'Cute', 'Adventure', 'Open World', 'Magic', 'Illuminati']",4.99,0.0,45100.0,Artery Games
Sierra,['Adventure'],2015-07-28,"['Adventure', 'Fantasy', 'Puzzle', 'Point & Click', 'Episodic', 'Story Rich', 'Medieval', 'Funny', 'Comedy', 'Singleplayer', 'Classic', 'Choices Matter', 'Remake', 'Great Soundtrack', 'Action']",24.99,0.0,345390.0,The Odd Gentlemen
Paradox Interactive,"['Action', 'RPG']",2012-02-16,"['Action', 'RPG']",1.99,0.0,73039.0,Arrowhead Game Studios
THQ Nordic,"['Racing', 'Simulation', 'Sports']",2016-08-02,"['Simulation', 'Racing', 'Sports']",7.99,0.0,430322.0,"Rainbow Studios,THQ Nordic"
Abdulla Hassan Al-Farsi,"['Adventure', 'Indie', 'RPG']",2016-11-17,"['RPG', 'Indie', 'Adventure', 'Story Rich', 'Exploration', 'Party-Based RPG', 'RPGMaker', 'Puzzle', 'Action']",1.99,0.0,551570.0,Abdulla Hassan Al-Farsi
Ubisoft,"['Casual', 'Simulation']",2013-05-28,"['Casual', 'Simulation']",2.99,0.0,222121.0,Ubisoft - San Francisco
THQ Nordic,['RPG'],2011-03-22,"['RPG', 'Open World', 'Action', 'Singleplayer', 'Adventure', 'Gothic', 'Third Person', 'Fantasy']",9.99,0.0,65600.0,"Trine Studios,G3 Community Patch Team,Mad Vulture Games"
"Grey Havens, LLC","['Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",2017-09-14,"['Adventure', 'RPG', 'Massively Multiplayer', 'Indie', 'Free to Play']",49.99,0.0,638630.0,"Grey Havens, LLC"
Forever Entertainment S. A.,"['Action', 'Casual', 'Indie']",2017-04-28,"['Casual', 'Indie', 'Action']",1.99,0.0,621050.0,SOCO Games
"Flying Mollusk, LLC, Derek Baird Music (ASCAP)","['Adventure', 'Indie']",2015-09-29,"['Adventure', 'Indie']",9.99,0.0,401860.0,"Flying Mollusk, LLC"
HeroCraft,"['Action', 'Strategy']",2017-12-12,"['Strategy', 'Action']",9.99,0.0,760720.0,HeroCraft
Keys of Nine Entertainment,"['Adventure', 'Casual', 'Indie']",2014-10-27,"['Adventure', 'Indie', 'Casual']",9.99,0.0,322580.0,Keys of Nine Entertainment
Jumpsky.co,"['Casual', 'Free to Play']",2017-11-01,"['Free to Play', 'Casual']",,0.0,731910.0,Jumpsky.co
Dreadbit,['Action'],2016-10-18,['Action'],3.99,0.0,538570.0,Dreadbit
Ubisoft Entertainment,['Casual'],2016-12-08,['Casual'],2.99,0.0,560941.0,Ubisoft Entertainment
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],2013-06-24,['Strategy'],1.99,0.0,231487.0,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
Paradox Interactive,"['Action', 'Adventure']",2015-05-26,"['Magic', 'Co-op', 'Adventure', 'Comedy', 'Action', 'Multiplayer', 'Funny', 'Online Co-Op', 'Atmospheric', 'Team-Based', 'PvP', 'Open World', 'RPG', 'Local Co-Op', 'Fantasy', 'Memes', 'Gore', 'Local Multiplayer', 'Singleplayer', 'Isometric']",14.99,0.0,238370.0,Pieces Interactive
Michaela Laws,"['Adventure', 'Indie', 'Strategy']",2017-05-11,"['Adventure', 'Violent', 'Indie', 'Strategy', 'Visual Novel', 'Horror', 'Psychological Horror', 'Story Rich', 'Drama']",15.99,0.0,631990.0,"Michaela Laws,Ethan Nakashima"
InterAction studios,"['Action', 'Casual', 'Indie']",2014-06-06,"['Indie', 'Action', 'Casual', ""Shoot 'Em Up""]",4.99,0.0,301300.0,InterAction studios
"CAPCOM Co., Ltd.",['Action'],2015-06-23,['Action'],2.99,0.0,359494.0,"CAPCOM Co., Ltd."
REMIMORY,"['Casual', 'Indie', 'RPG', 'Strategy']",2016-07-29,"['Casual', 'RPG', 'Indie', 'Strategy', 'Anime', 'JRPG', 'Adventure', 'Fantasy', 'Female Protagonist', 'Singleplayer', 'Cute', '2D', 'Replay Value', 'Atmospheric', 'Tactical', 'Memes', 'Fast-Paced', 'Exploration', 'Colorful', 'Experimental']",4.99,0.0,497470.0,REMIMORY
"2K, Feral Interactive (Linux), Feral Interactive (Mac)",['Strategy'],2016-06-30,['Strategy'],9.99,0.0,433091.0,"Firaxis,Feral Interactive (Linux),Feral Interactive (Mac)"
SCS Software,"['Indie', 'Simulation']",2017-11-09,"['Simulation', 'Indie', 'Open World', 'America', 'Driving']",11.99,0.0,684630.0,SCS Software
BrashMonkey,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Utilities']",2015-06-04,"['Design & Illustration', 'Utilities', 'Animation & Modeling']",12.99,0.0,333770.0,BrashMonkey
Henteko Doujin,"['Adventure', 'Casual', 'Free to Play', 'Indie']",2016-10-14,"['Free to Play', 'Indie', 'Casual', 'Adventure', 'Visual Novel']",,0.0,531200.0,Katsudou Mangaya
Sandlot Games,['Casual'],2009-09-21,"['Casual', 'Hidden Object']",6.99,0.0,36240.0,Sandlot Games
Curve Digital,"['Adventure', 'Indie']",2016-10-14,"['Adventure', 'Indie']",3.99,0.0,536760.0,Perfectly Paranormal
Warfare Studios,"['Adventure', 'Casual', 'Indie', 'RPG']",2017-02-13,"['RPG', 'Casual', 'Indie', 'Adventure', 'RPGMaker']",4.99,0.0,362150.0,Warfare Studios
Morgondag,"['Adventure', 'Indie', 'RPG']",2015-08-20,"['Exploration', 'Sci-fi', 'Adventure', 'Indie', 'Space', 'RPG', 'Rogue-like', 'Pixel Graphics', '2D', 'Top-Down']",11.99,0.0,269690.0,Morgondag
Capcom,['Action'],2017-10-17,['Action'],7.99,0.0,721104.0,Capcom
DigitalEZ,"['Adventure', 'Casual', 'Indie']",2017-12-08,"['Romance', 'Great Soundtrack', 'Visual Novel', 'Drama', 'Female Protagonist', 'Anime', 'Surreal', 'Adventure', 'Fantasy', 'Casual', 'Stylized', 'Story Rich', '2D', 'Indie', 'Demons', 'Magic', 'Singleplayer']",4.99,0.0,644200.0,"Angels Blue Digital Entertainment,DigitalEZ"
Coatsink,"['Action', 'Indie', 'Strategy']",2014-04-25,"['Indie', 'Puzzle', 'Strategy', 'Action', 'Robots', 'Casual']",6.99,0.0,275470.0,Coatsink
Badland Games,"['Adventure', 'Indie']",2017-05-30,"['Adventure', 'Indie', 'Platformer', 'Singleplayer', '2D', 'Action-Adventure']",9.99,0.0,614140.0,Under The Bridge
SEGA,['Action'],2016-07-26,['Action'],14.99,0.0,493920.0,Torn Banner Studios
Ubisoft,"['Action', 'Massively Multiplayer', 'Racing']",2014-12-01,"['Racing', 'Action', 'Massively Multiplayer', 'Open World']",19.99,0.0,315396.0,Ivory Tower in collaboration with Ubisoft Reflections
"Frima Studio, Microids Indie","['Adventure', 'Indie']",2014-11-12,"['Indie', 'Adventure', 'Local Co-Op', 'Local Multiplayer', 'Platformer', 'Co-op', 'Physics', 'Female Protagonist', 'Controller', 'Puzzle-Platformer']",14.99,0.0,319450.0,Frima Studio
Paradox Interactive,"['RPG', 'Simulation', 'Strategy']",2014-10-14,"['Simulation', 'Strategy', 'RPG', 'Grand Strategy']",14.99,0.0,292982.0,Paradox Development Studio
Drunk Animations,"['Casual', 'Indie', 'Simulation']",2016-11-09,"['Indie', 'Casual', 'Simulation', 'Puzzle', 'Space']",1.99,0.0,511960.0,Drunk Animations
Paradox Interactive,"['Simulation', 'Strategy']",2017-04-06,"['Strategy', 'Simulation', 'Grand Strategy', 'Space', '4X', 'Sci-fi']",19.99,0.0,553280.0,Paradox Development Studio
Activision,['Action'],2013-04-12,['Action'],0.99,0.0,234781.0,Treyarch
Vector 7,"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",2017-10-05,"['Early Access', 'Action', 'Adventure', 'Indie', 'Casual']",1.99,1.0,654700.0,"Alexandru C.,Vector 7"
Octopus Tree,"['Simulation', 'Sports']",2016-06-20,"['Simulation', 'Sports', 'Robots', 'Building']",19.99,0.0,363530.0,Gabriel Interactive
Strategy First,['Strategy'],2011-06-21,['Strategy'],9.99,0.0,46760.0,Totem Games
Magic Pixel Kft.,"['Casual', 'Free to Play', 'Simulation', 'Sports']",2016-06-16,"['Free to Play', 'Casual', 'Simulation', 'Sports']",1.99,0.0,485146.0,Magic Pixel Kft.
"Capcom U.S.A., Inc.",['Action'],2012-07-20,['Action'],0.99,0.0,210047.0,"Capcom U.S.A., Inc."
Alina Digital,"['Indie', 'Simulation', 'Strategy']",2016-09-09,"['Strategy', 'Indie', 'Simulation']",,0.0,508430.0,Alina Digital
Kalypso Media Digital,"['RPG', 'Simulation', 'Strategy']",2015-05-28,"['Strategy', 'RPG', 'Simulation']",7.99,0.0,284441.0,Haemimont Games
DGform,"['Adventure', 'Casual', 'Indie']",2011-03-27,"['Adventure', 'Indie', 'Casual']",4.99,0.0,342250.0,DGform
"CFK Co., Ltd.","['Casual', 'Indie']",2017-02-27,"['Casual', 'Indie']",1.99,0.0,583030.0,"CFK Co., Ltd."
Moment Studio,"['Action', 'Indie', 'Early Access']",2015-07-07,"['Early Access', 'Action', 'Indie', 'Building', 'Physics', 'Multiplayer', 'Driving', 'Singleplayer', 'Third Person', 'Simulation', 'Destruction', 'PvP']",14.99,1.0,350150.0,Moment Studio
Telltale Games,['Adventure'],2009-08-20,['Adventure'],19.99,0.0,31180.0,Telltale Games
"The Fighter Collection, Eagle Dynamics SA",['Simulation'],2017-02-23,['Simulation'],9.99,0.0,555530.0,Maple Flag
WRF Studios,"['Action', 'Indie', 'RPG']",2015-09-21,"['RPG', 'Vampire', 'Action', 'Indie', 'Dungeon Crawler', 'Action RPG', 'Horror', 'Singleplayer']",12.99,0.0,280600.0,WRF Studios
GSC World Publishing,['Strategy'],2002-03-31,"['Strategy', 'RTS', 'Historical']",4.99,0.0,4870.0,GSC Game World
Vision Games Publishing LTD,"['Adventure', 'Indie']",2017-04-04,"['Adventure', 'Indie', 'Female Protagonist', 'Story Rich', 'First-Person', 'Walking Simulator']",15.99,0.0,453310.0,PaperSeven LTD
Silverlode Interactive,"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2008-03-07,"['Free to Play', 'Strategy', 'Massively Multiplayer', 'Indie', 'Multiplayer', 'RTS', 'Fantasy']",,0.0,376140.0,"Silverlode Interactive,Wasatch Games"
PlayWay S.A.,"['Racing', 'Simulation']",2017-04-24,"['Racing', 'Simulation']",0.99,0.0,623150.0,Red Dot Games
Bethesda Softworks,['Action'],2011-10-03,"['FPS', 'Post-apocalyptic', 'Action', 'Open World', 'Shooter', 'Racing', 'First-Person', 'Singleplayer', 'Co-op', 'Sci-fi', 'Atmospheric', 'Multiplayer', 'Adventure', 'RPG', 'Gore', 'Horror', 'Crafting', 'Survival', 'Online Co-Op', 'Linear']",9.99,0.0,9200.0,id Software
Idea Factory International,['RPG'],2015-08-04,"['Anime', 'JRPG', 'RPG', 'Cute', 'Singleplayer', 'Turn-Based', 'Fantasy', 'Great Soundtrack', 'Visual Novel', 'Nudity', 'Comedy', 'Story Rich', 'Action', 'Adventure', 'Romance']",29.99,0.0,347830.0,"Idea Factory,Compile Heart"
Nomad Games,"['Indie', 'RPG', 'Strategy']",2015-06-10,"['Strategy', 'RPG', 'Indie']",1.99,0.0,267782.0,Nomad Games
Space Lizard Studio LTD,"['Action', 'Casual', 'Indie']",2016-09-16,"['Action', 'Indie', 'Casual', 'Platformer']",8.99,0.0,506150.0,Space Lizard Studio LTD
Justin Varghese,"['Action', 'Indie']",2016-11-06,"['Action', 'Indie', 'Swordplay', '2D', 'Physics', 'Retro', 'Multiple Endings', '2D Fighter']",0.99,0.0,512150.0,Justin Varghese
Binarystudio 54,"['Action', 'Casual', 'Indie', 'Early Access']",2016-08-19,"['Early Access', 'Action', 'Indie', 'Casual']",0.99,1.0,511610.0,Binarystudio 54
The Fighter Collection,['Simulation'],2014-12-12,['Simulation'],49.99,0.0,316960.0,Eagle Dynamics SA
Akumu Games,"['Action', 'Adventure']",2017-09-06,"['Action', 'Adventure', 'RPGMaker', 'Zombies', 'Point & Click']",1.99,0.0,711480.0,Akumu Games
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],2006-11-15,"['Strategy', 'Medieval', 'Historical', 'Turn-Based Strategy', 'Grand Strategy', 'RTS', 'War', 'Tactical', 'Singleplayer', 'Multiplayer', 'Moddable', 'Turn-Based', 'Military', 'Real Time Tactics', 'Classic', 'Simulation', 'Action', 'Great Soundtrack', 'Sandbox', '4X']",19.99,0.0,4700.0,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
